Tail_Number, Model, Manufacturer, Engine_Type, Aircraft_Type, Production_Year, Issue_Date, Status, Ownership
N8649A,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2014,2014-10-08,V,C
N7748A,737-7BD,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2007,2014-08-26,V,C
N956WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-05-24,V,C
N966WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-10-17,V,C
N946WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-06-15,V,C
N7738A,737-7BD,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2012-10-03,V,C
N7739A,737-7BD,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2012-10-25,V,C
N8324A,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-11-15,V,C
N8631A,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2014,2014-06-18,V,C
N965WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-10-04,V,C
N7743B,737-7BD,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2014-07-11,V,C
N8301J,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-03-08,V,C
N8639B,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2014,2014-08-13,V,C
N8600F,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-05-02,V,C
N556WN,737-7BD,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-05-13,V,C
N7730A,737-7BD,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2012-06-13,V,C
N8322X,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-10-18,V,C
N941WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-07-28,V,C
N8316H,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-08-02,V,C
N923WN,737-7H4,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2009-01-15,V,C
N555LV,737-7BD,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-04-19,V,C
N7716A,737-76N,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-11-07,V,L
N7723E,737-76N,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-04-24,V,L
N68805,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-10-18,V,C
N28457,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-09-18,V,C
N37466,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-01-30,V,C
N76523,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-26,V,C
N76526,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-18,V,C
N66828,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-06-18,V,C
N39461,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-11-02,V,C
N37474,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-05-15,V,C
N37437,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-07-13,V,C
N69838,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-12-02,V,C
N68802,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-09-24,V,C
N69839,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-12-19,V,C
N67812,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-01-24,V,C
N66825,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-05-20,V,C
N69833,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-09-11,V,C
N36472,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-05-01,V,C
N69824,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-05-09,V,C
N78524,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-26,V,C
N77518,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-12-30,V,C
N75433,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-03-20,V,C
N69804,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-09-19,V,C
N68821,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-04-16,V,C
N64809,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-12-10,V,C
N87512,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-05-22,V,C
N78448,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-03-01,V,C
N66814,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-02-13,V,C
N45440,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-08-21,V,C
N27421,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-04-29,V,C
N87513,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-07-01,V,C
N69819,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-03-20,V,C
N38467,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-02-14,V,C
N77530,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-03-16,V,C
N68453,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-05-30,V,C
N77520,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-16,V,C
N57870,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2003,2003-06-19,V,C
N78438,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-07-22,V,C
N69806,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-10-24,V,C
N68836,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-10-15,V,C
N36476,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-06-25,V,C
N76522,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-20,V,C
N65832,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-08-21,V,C
N68811,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-01-21,V,C
N67827,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-06-13,V,C
N76529,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-12-29,V,C
N66831,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-08-08,V,C
N69818,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-03-21,V,C
N75429,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-12-19,V,C
N26906,787-8,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-10-31,V,C
N37434,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-10-29,V,C
N38473,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-05-09,V,C
N27477,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-07-17,V,C
N69816,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-02-25,V,C
N87527,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-20,V,C
N802UA,A319-131,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,1997,2013-04-01,V,C
N803UA,A319-131,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,1997,2013-04-01,V,C
N68801,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-08-01,V,C
N69826,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-06-06,V,C
N79521,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-16,V,C
N68822,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-04-21,V,C
N69835,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-10-09,V,C
N68823,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-05-01,V,C
N75425,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-07-01,V,C
N57862,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2001,2001-12-28,V,C
N39475,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-06-03,V,C
N57439,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-08-10,V,C
N39450,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-04-02,V,C
N37464,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-12-19,V,C
N68817,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-03-04,V,C
N76515,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-08-29,V,C
N69813,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-02-03,V,C
N34460,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-11-05,V,C
N66803,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-09-25,V,C
N63820,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-03-28,V,C
N73445,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-04-26,V,C
N81449,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-03-28,V,C
N38459,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-10-24,V,C
N38458,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-09-27,V,C
N75432,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-02-24,V,C
N75436,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-06-24,V,C
N76516,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-10-10,V,C
N69829,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-06-24,V,C
N37427,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-08-28,V,C
N38454,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-06-13,V,C
N75426,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-07-25,V,C
N75428,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-12-10,V,C
N38446,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-01-20,V,C
N77871,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2003,2003-07-31,V,C
N77525,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-26,V,C
N37468,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-02-21,V,C
N76021,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-07-22,V,C
N69830,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-06-30,V,C
N34455,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-06-26,V,C
N38424,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-06-30,V,C
N39423,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-06-30,V,C
N39463,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-12-03,V,C
N67815,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-02-25,V,C
N76514,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-07-28,V,C
N69834,Unknown,Unknown,Unknown,Unknown,,,U,U
N76517,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-09-15,V,C
N45905,787-8,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-12-14,V,C
N53441,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,,2009-09-04,V,C
N66837,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2014,2014-11-21,V,C
N69810,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-12-19,V,C
N68452,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-05-10,V,C
N37465,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-01-10,V,C
N38451,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-04-16,V,C
N38443,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-12-21,V,C
N75435,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-05-29,V,C
N37422,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-05-22,V,C
N37456,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-09-14,V,C
N76528,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2011-08-17,V,C
N37471,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-04-08,V,C
N36469,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-03-11,V,C
N68807,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-11-12,V,C
N27901,787-8,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-12-27,V,C
N53442,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-09-15,V,C
N77431,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-01-29,V,C
N36447,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-02-10,V,C
N76519,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-08-16,V,C
N14228,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1999,1999-05-28,V,C
N37470,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-03-26,V,C
N77430,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2009,2009-01-15,V,C
N27908,787-8,BOEING,Unknown,Fixed Wing Multi-Engine,2013,2013-11-12,V,C
N26909,787-8,BOEING,Unknown,Fixed Wing Multi-Engine,2014,2014-01-27,V,C
N20904,787-8,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-10-01,V,C
N78511,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2008,2008-05-15,V,C
N73860,757-33N,BOEING,Turbo-Jet,Fixed Wing Multi-Engine,2001,2001-08-08,V,C
N28478,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2013,2013-07-25,V,C
N37462,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2012,2012-11-20,V,C
N87531,737-824,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2011,2011-03-18,V,C
N36444,737-924ER,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2010,2010-12-21,V,C
N78001,777-224,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,1998,2018-05-15,V,C
N27903,787-8,BOEING,Unknown,Fixed Wing Multi-Engine,2012,2012-12-21,V,C
N8656B,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2014,2015-01-20,V,C
N553WN,737-7BX,BOEING,Unknown,Fixed Wing Multi-Engine,2002,2016-08-23,V,C
N282AY,A330-243,AIRBUS,Unknown,Fixed Wing Multi-Engine,2009,2015-12-30,V,C
N281AY,A330-243,AIRBUS,Unknown,Fixed Wing Multi-Engine,2009,2015-12-30,V,C
N7719A,737-76N,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2005,2006-01-09,V,L
N8657B,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2015,2015-01-30,V,C
N7710A,737-76N,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2005,2005-03-24,V,L
N7731A,737-76N,BOEING,Turbo-Fan,Fixed Wing Multi-Engine,2006,2006-08-25,V,L
N8658A,737-8H4,BOEING,Unknown,Fixed Wing Multi-Engine,2015,2015-02-06,V,C
N521NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2016-07-08,V,C
N512NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2018-06-19,V,C
N528NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2007,2017-09-21,V,C
N523NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2017-03-16,V,C
N534NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2008,2013-03-26,V,C
N506NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2018-05-23,V,C
N516NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2018-05-02,V,C
N502NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2018-06-28,V,C
N525NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2016-04-22,V,C
N533NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2008,2013-03-27,V,C
N515NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2016-07-07,V,C
N505NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2018-06-05,V,C
N522NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2017-03-16,V,C
N514NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2018-06-14,V,C
N509NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2016-03-01,V,C
N517NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2018-05-15,V,C
N508NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2016-11-17,V,C
N529NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2007,2018-05-30,V,C
N531NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2007,2018-04-26,V,C
N633NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-11-18,V,C
N617NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2012,2015-01-13,V,C
N613NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2012,2014-03-26,V,C
N621NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2013,2016-03-14,V,C
N608NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2011,2011-11-18,V,C
N616NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2012,2015-01-15,V,C
N622NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2013,2016-06-30,V,C
N619NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2013,2016-07-20,V,C
N615NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2012,2012-06-11,V,C
N624NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2013,2016-07-01,V,C
N605NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2011,2016-04-15,V,C
N609NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2011,2015-07-14,V,C
N604NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,,2019-07-03,V,C
N602NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2010,2019-07-10,V,C
N628NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-07-23,V,C
N629NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-10-16,V,C
N601NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2010,2019-07-26,V,C
N612NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2012,2015-07-08,V,C
N626NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-03-10,V,C
N606NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2011,2013-07-09,V,C
N625NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,,2018-07-31,V,C
N627NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-05-06,V,C
N632NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-11-25,V,C
N631NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-11-04,V,C
N623NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2013,2016-07-01,V,C
N620NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2013,2016-07-21,V,C
N636NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2015,2015-01-22,V,C
N630NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-10-30,V,C
N614NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2012,2016-07-20,V,C
N524NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2018-03-19,V,C
N510NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2016-03-01,V,C
N527NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2007,2018-04-24,V,C
N530NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2007,2018-04-24,V,C
N519NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2016-07-08,V,C
N504NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2018-06-20,V,C
N503NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,,2018-05-22,V,C
N507NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2005,2019-05-08,V,C
N526NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2006,2012-02-17,V,C
N532NK,A319-132,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2007,2018-04-19,V,C
N618NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2013,2015-01-14,V,C
N607NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2011,2011-02-23,V,C
N611NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2012,2012-02-01,V,C
N635NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-12-19,V,C
N634NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2014,2014-12-11,V,C
N603NK,A320-232,AIRBUS INDUSTRIE,Turbo-Jet,Fixed Wing Multi-Engine,2010,2019-07-02,V,C
N626MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N691MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N675MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N618MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N655MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N633MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N656MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N602MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N630MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N909MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N681MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N608MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N671MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N900MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N612MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N848MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N933MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N679MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N906MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N676MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N634MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N923MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N605MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N695MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N823MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N939MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N615MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N649MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N683MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N609MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N932MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N632MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N610MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N668MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N678MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N928MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N657MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N607MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N625MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
N640MQ,Unknown,Unknown,Unknown,Unknown,,,U,U
